"PassengerId","Survived","Pclass","Sex","Age","FamilySize","Embarked","Parch","SibSp","Name","Role"
603,"0",1,1,28,1,1,0,0,3,7
604,"0",3,1,44,1,1,0,0,3,7
605,"1",1,1,35,1,2,0,0,3,7
606,"0",3,1,36,2,1,0,1,3,5
607,"0",3,1,30,1,1,0,0,3,7
608,"1",1,1,27,1,1,0,0,3,7
609,"1",2,2,22,4,2,2,1,2,1
610,"1",1,2,40,1,1,0,0,4,7
611,"0",3,2,39,7,1,5,1,2,1
612,"0",3,1,28,1,1,0,0,3,7
613,"1",3,2,28,2,3,0,1,4,6
614,"0",3,1,28,1,3,0,0,3,7
615,"0",3,1,35,1,1,0,0,3,7
616,"1",2,2,24,4,1,2,1,4,1
617,"0",3,1,34,3,1,1,1,3,2
618,"0",3,2,26,2,1,0,1,2,6
619,"1",2,2,4,4,1,1,2,4,3
620,"0",2,1,26,1,1,0,0,3,7
621,"0",3,1,27,2,2,0,1,3,5
622,"1",1,1,42,2,1,0,1,3,5
623,"1",3,1,20,3,2,1,1,3,5
624,"0",3,1,21,1,1,0,0,3,7
625,"0",3,1,21,1,1,0,0,3,7
626,"0",1,1,61,1,1,0,0,3,7
627,"0",2,1,57,1,3,0,0,7,7
628,"1",1,2,21,1,1,0,0,4,7
629,"0",3,1,26,1,1,0,0,3,7
630,"0",3,1,28,1,3,0,0,3,7
631,"1",1,1,80,1,1,0,0,3,7
632,"0",3,1,51,1,1,0,0,3,7
633,"1",1,1,32,1,2,0,0,8,7
634,"0",1,1,28,1,1,0,0,3,7
635,"0",3,2,9,6,1,2,3,4,3
636,"1",2,2,28,1,1,0,0,4,7
637,"0",3,1,32,1,1,0,0,3,7
638,"0",2,1,31,3,1,1,1,3,2
639,"0",3,2,41,6,1,5,0,2,1
640,"0",3,1,28,2,1,0,1,3,5
641,"0",3,1,20,1,1,0,0,3,7
642,"1",1,2,24,1,2,0,0,14,7
643,"0",3,2,2,6,1,2,3,4,3
644,"1",3,1,28,1,1,0,0,3,7
645,"1",3,2,0.75,4,2,1,2,4,3
646,"1",1,1,48,2,2,0,1,3,5
647,"0",3,1,19,1,1,0,0,3,7
648,"1",1,1,56,1,2,0,0,9,7
649,"0",3,1,28,1,1,0,0,3,7
650,"1",3,2,23,1,1,0,0,4,7
651,"0",3,1,28,1,1,0,0,3,7
652,"1",2,2,18,2,1,1,0,4,3
653,"0",3,1,21,1,1,0,0,3,7
654,"1",3,2,28,1,3,0,0,4,7
655,"0",3,2,18,1,3,0,0,4,7
656,"0",2,1,24,3,1,0,2,3,5
657,"0",3,1,28,1,1,0,0,3,7
658,"0",3,2,32,3,3,1,1,2,1
659,"0",2,1,23,1,1,0,0,3,7
660,"0",1,1,58,3,2,2,0,3,2
661,"1",1,1,50,3,1,0,2,8,5
662,"0",3,1,40,1,2,0,0,3,7
663,"0",1,1,47,1,1,0,0,3,7
664,"0",3,1,36,1,1,0,0,3,7
665,"1",3,1,20,2,1,0,1,3,5
666,"0",2,1,32,3,1,0,2,3,5
667,"0",2,1,25,1,1,0,0,3,7
668,"0",3,1,28,1,1,0,0,3,7
669,"0",3,1,43,1,1,0,0,3,7
670,"1",1,2,28,2,1,0,1,2,6
671,"1",2,2,40,3,1,1,1,2,1
672,"0",1,1,31,2,1,0,1,3,5
673,"0",2,1,70,1,1,0,0,3,7
674,"1",2,1,31,1,1,0,0,3,7
675,"0",2,1,28,1,1,0,0,3,7
676,"0",3,1,18,1,1,0,0,3,7
677,"0",3,1,24.5,1,1,0,0,3,7
678,"1",3,2,18,1,1,0,0,4,7
679,"0",3,2,43,8,1,6,1,2,1
680,"1",1,1,36,2,2,1,0,3,2
681,"0",3,2,28,1,3,0,0,4,7
682,"1",1,1,27,1,2,0,0,3,7
683,"0",3,1,20,1,1,0,0,3,7
684,"0",3,1,14,8,1,2,5,3,4
685,"0",2,1,60,3,1,1,1,3,2
686,"0",2,1,25,4,2,2,1,3,2
687,"0",3,1,14,6,1,1,4,3,4
688,"0",3,1,19,1,1,0,0,3,7
689,"0",3,1,18,1,1,0,0,3,7
690,"1",1,2,15,2,1,1,0,4,3
691,"1",1,1,31,2,1,0,1,3,5
692,"1",3,2,4,2,2,1,0,4,3
693,"1",3,1,28,1,1,0,0,3,7
694,"0",3,1,25,1,2,0,0,3,7
695,"0",1,1,60,1,1,0,0,9,7
696,"0",2,1,52,1,1,0,0,3,7
697,"0",3,1,44,1,1,0,0,3,7
698,"1",3,2,28,1,3,0,0,4,7
699,"0",1,1,49,3,2,1,1,3,2
700,"0",3,1,42,1,1,0,0,3,7
701,"1",1,2,18,2,2,0,1,2,6
702,"1",1,1,35,1,1,0,0,3,7
703,"0",3,2,18,2,2,1,0,4,3
704,"0",3,1,25,1,3,0,0,3,7
705,"0",3,1,26,2,1,0,1,3,5
706,"0",2,1,39,1,1,0,0,3,7
707,"1",2,2,45,1,1,0,0,2,7
708,"1",1,1,42,1,1,0,0,3,7
709,"1",1,2,22,1,1,0,0,4,7
710,"1",3,1,28,3,2,1,1,1,2
711,"1",1,2,24,1,2,0,0,2,7
712,"0",1,1,28,1,1,0,0,3,7
713,"1",1,1,48,2,1,0,1,3,5
714,"0",3,1,29,1,1,0,0,3,7
715,"0",2,1,52,1,1,0,0,3,7
716,"0",3,1,19,1,1,0,0,3,7
717,"1",1,2,38,1,2,0,0,4,7
718,"1",2,2,27,1,1,0,0,4,7
719,"0",3,1,28,1,3,0,0,3,7
720,"0",3,1,33,1,1,0,0,3,7
721,"1",2,2,6,2,1,1,0,4,3
722,"0",3,1,17,2,1,0,1,3,5
723,"0",2,1,34,1,1,0,0,3,7
724,"0",2,1,50,1,1,0,0,3,7
725,"1",1,1,27,2,1,0,1,3,5
726,"0",3,1,20,1,1,0,0,3,7
727,"1",2,2,30,4,1,0,3,2,6
728,"1",3,2,28,1,3,0,0,4,7
729,"0",2,1,25,2,1,0,1,3,5
730,"0",3,2,25,2,1,0,1,4,6
731,"1",1,2,29,1,1,0,0,4,7
732,"0",3,1,11,1,2,0,0,3,7
733,"0",2,1,28,1,1,0,0,3,7
734,"0",2,1,23,1,1,0,0,3,7
735,"0",2,1,23,1,1,0,0,3,7
736,"0",3,1,28.5,1,1,0,0,3,7
737,"0",3,2,48,5,1,3,1,2,1
738,"1",1,1,35,1,2,0,0,3,7
739,"0",3,1,28,1,1,0,0,3,7
740,"0",3,1,28,1,1,0,0,3,7
741,"1",1,1,28,1,1,0,0,3,7
742,"0",1,1,36,2,1,0,1,3,5
743,"1",1,2,21,5,2,2,2,4,1
744,"0",3,1,24,2,1,0,1,3,5
745,"1",3,1,31,1,1,0,0,3,7
746,"0",1,1,70,3,1,1,1,16,2
747,"0",3,1,16,3,1,1,1,3,4
748,"1",2,2,30,1,1,0,0,4,7
749,"0",1,1,19,2,1,0,1,3,5
750,"0",3,1,31,1,3,0,0,3,7
751,"1",2,2,4,3,1,1,1,4,3
752,"1",3,1,6,2,1,1,0,1,4
753,"0",3,1,33,1,1,0,0,3,7
754,"0",3,1,23,1,1,0,0,3,7
755,"1",2,2,48,4,1,2,1,2,1
756,"1",2,1,0.67,3,1,1,1,1,4
757,"0",3,1,28,1,1,0,0,3,7
758,"0",2,1,18,1,1,0,0,3,7
759,"0",3,1,34,1,1,0,0,3,7
760,"1",1,2,33,1,1,0,0,12,7
761,"0",3,1,28,1,1,0,0,3,7
762,"0",3,1,41,1,1,0,0,3,7
763,"1",3,1,20,1,2,0,0,3,7
764,"1",1,2,36,4,1,2,1,2,1
765,"0",3,1,16,1,1,0,0,3,7
766,"1",1,2,51,2,1,0,1,2,6
767,"0",1,1,28,1,2,0,0,8,7
768,"0",3,2,30.5,1,3,0,0,4,7
769,"0",3,1,28,2,3,0,1,3,5
770,"0",3,1,32,1,1,0,0,3,7
771,"0",3,1,24,1,1,0,0,3,7
772,"0",3,1,48,1,1,0,0,3,7
773,"0",2,2,57,1,1,0,0,2,7
774,"0",3,1,28,1,2,0,0,3,7
775,"1",2,2,54,5,1,3,1,2,1
776,"0",3,1,18,1,1,0,0,3,7
777,"0",3,1,28,1,3,0,0,3,7
778,"1",3,2,5,1,1,0,0,4,7
779,"0",3,1,28,1,3,0,0,3,7
780,"1",1,2,43,2,1,1,0,2,1
781,"1",3,2,13,1,2,0,0,4,7
782,"1",1,2,17,2,1,0,1,2,6
783,"0",1,1,29,1,1,0,0,3,7
784,"0",3,1,28,4,1,2,1,3,2
785,"0",3,1,25,1,1,0,0,3,7
786,"0",3,1,25,1,1,0,0,3,7
787,"1",3,2,18,1,1,0,0,4,7
788,"0",3,1,8,6,3,1,4,1,4
789,"1",3,1,1,4,1,2,1,1,4
790,"0",1,1,46,1,2,0,0,3,7
791,"0",3,1,28,1,3,0,0,3,7
792,"0",2,1,16,1,1,0,0,3,7
793,"0",3,2,28,11,1,2,8,4,1
794,"0",1,1,28,1,2,0,0,3,7
795,"0",3,1,25,1,1,0,0,3,7
796,"0",2,1,39,1,1,0,0,3,7
797,"1",1,2,49,1,1,0,0,8,7
798,"1",3,2,31,1,1,0,0,2,7
799,"0",3,1,30,1,2,0,0,3,7
800,"0",3,2,30,3,1,1,1,2,1
801,"0",2,1,34,1,1,0,0,3,7
802,"1",2,2,31,3,1,1,1,2,1
803,"1",1,1,11,4,1,2,1,1,4
804,"1",3,1,0.42,2,2,1,0,1,4
805,"1",3,1,27,1,1,0,0,3,7
806,"0",3,1,31,1,1,0,0,3,7
807,"0",1,1,39,1,1,0,0,3,7
808,"0",3,2,18,1,1,0,0,4,7
809,"0",2,1,39,1,1,0,0,3,7
810,"1",1,2,33,2,1,0,1,2,6
811,"0",3,1,26,1,1,0,0,3,7
812,"0",3,1,39,1,1,0,0,3,7
813,"0",2,1,35,1,1,0,0,3,7
814,"0",3,2,6,7,1,2,4,4,3
815,"0",3,1,30.5,1,1,0,0,3,7
816,"0",1,1,28,1,1,0,0,3,7
817,"0",3,2,23,1,1,0,0,4,7
818,"0",2,1,31,3,2,1,1,3,2
819,"0",3,1,43,1,1,0,0,3,7
820,"0",3,1,10,6,1,2,3,1,4
821,"1",1,2,52,3,1,1,1,2,1
822,"1",3,1,27,1,1,0,0,3,7
823,"0",1,1,38,1,1,0,0,11,7
824,"1",3,2,27,2,1,1,0,2,1
825,"0",3,1,2,6,1,1,4,1,4
826,"0",3,1,28,1,3,0,0,3,7
827,"0",3,1,28,1,1,0,0,3,7
828,"1",2,1,1,3,2,2,0,1,4
829,"1",3,1,28,1,3,0,0,3,7
830,"1",1,2,62,1,1,0,0,2,7
831,"1",3,2,15,2,2,0,1,2,6
832,"1",2,1,0.83,3,1,1,1,1,4
833,"0",3,1,28,1,2,0,0,3,7
834,"0",3,1,23,1,1,0,0,3,7
835,"0",3,1,18,1,1,0,0,3,7
836,"1",1,2,39,3,2,1,1,4,1
837,"0",3,1,21,1,1,0,0,3,7
838,"0",3,1,28,1,1,0,0,3,7
839,"1",3,1,32,1,1,0,0,3,7
840,"1",1,1,28,1,2,0,0,3,7
841,"0",3,1,20,1,1,0,0,3,7
842,"0",2,1,16,1,1,0,0,3,7
843,"1",1,2,30,1,2,0,0,4,7
844,"0",3,1,34.5,1,2,0,0,3,7
845,"0",3,1,17,1,1,0,0,3,7
846,"0",3,1,42,1,1,0,0,3,7
847,"0",3,1,28,11,1,2,8,3,2
848,"0",3,1,35,1,2,0,0,3,7
849,"0",2,1,28,2,1,1,0,7,2
850,"1",1,2,28,2,2,0,1,2,6
851,"0",3,1,4,7,1,2,4,1,4
852,"0",3,1,74,1,1,0,0,3,7
853,"0",3,2,9,3,2,1,1,4,3
854,"1",1,2,16,2,1,1,0,4,3
855,"0",2,2,44,2,1,0,1,2,6
856,"1",3,2,18,2,1,1,0,2,3
857,"1",1,2,45,3,1,1,1,2,1
858,"1",1,1,51,1,1,0,0,3,7
859,"1",3,2,24,4,2,3,0,2,1
860,"0",3,1,28,1,2,0,0,3,7
861,"0",3,1,41,3,1,0,2,3,5
862,"0",2,1,21,2,1,0,1,3,5
863,"1",1,2,48,1,1,0,0,2,7
864,"0",3,2,28,11,1,2,8,4,1
865,"0",2,1,24,1,1,0,0,3,7
866,"1",2,2,42,1,1,0,0,2,7
867,"1",2,2,27,2,2,0,1,4,6
868,"0",1,1,31,1,1,0,0,3,7
869,"0",3,1,28,1,1,0,0,3,7
870,"1",3,1,4,3,1,1,1,1,4
871,"0",3,1,26,1,1,0,0,3,7
872,"1",1,2,47,3,1,1,1,2,1
873,"0",1,1,33,1,1,0,0,3,7
874,"0",3,1,47,1,1,0,0,3,7
875,"1",2,2,28,2,2,0,1,2,6
876,"1",3,2,15,1,2,0,0,4,7
877,"0",3,1,20,1,1,0,0,3,7
878,"0",3,1,19,1,1,0,0,3,7
879,"0",3,1,28,1,1,0,0,3,7
880,"1",1,2,56,2,2,1,0,2,1
881,"1",2,2,25,2,1,1,0,2,1
882,"0",3,1,33,1,1,0,0,3,7
883,"0",3,2,22,1,1,0,0,4,7
884,"0",2,1,28,1,1,0,0,3,7
885,"0",3,1,25,1,1,0,0,3,7
886,"0",3,2,39,6,3,5,0,2,1
887,"0",2,1,27,1,1,0,0,7,7
888,"1",1,2,19,1,1,0,0,4,7
889,"0",3,2,28,4,1,2,1,4,1
890,"1",1,1,26,1,2,0,0,3,7
891,"0",3,1,32,1,3,0,0,3,7
